"avatar","fullname","id","images/0","images/1","images/2","images/3","isQuote","isRetweet","likes","links/0","links/1","links/2","links/3","links/4","links/5","links/6","links/7","links/8","links/9","links/10","links/11","links/12","links/13","links/14","links/15","links/16","links/17","links/18","links/19","links/20","links/21","links/22","links/23","quotedTweet/avatar","quotedTweet/fullname","quotedTweet/images/0","quotedTweet/links/0","quotedTweet/links/1","quotedTweet/links/2","quotedTweet/links/3","quotedTweet/links/4","quotedTweet/links/5","quotedTweet/links/6","quotedTweet/text","quotedTweet/timestamp","quotedTweet/url","quotedTweet/username","quotes","replies","retweets","searchQuery","text","timestamp","url","user/avatar","user/description","user/joinDate","user/location","user/totalFollowers","user/totalFollowing","user/totalLikes","user/totalTweets","user/url","user/userFullName","user/username","user/verified","user/website","username","verified"
,,"1339126051952340992","https://pbs.twimg.com/media/EpWICieW8AMMp-H.jpg",,,,"false","false","2","https://twitter.com/search?q=%23INTACHHeritageAcademy","https://twitter.com/search?q=%23urbanconservation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Postgrad","Excellent session with postgrad students of #INTACHHeritageAcademy. As guest lecturer on #urbanconservation was delighted to interact with students and insightful questions. Heartening to find two former students who I taught at undergrad now pursuing conservation as masters!","2020-12-16T08:31:00.000Z","https://twitter.com/kamalikabose/status/1339126051952340992","https://pbs.twimg.com/profile_images/1622280760169463810/yU5rM5WE.jpg","Founder: Heritage Synergies India 🇮🇳 Conservation / Curation / Research / Education *what you seek is seeking you*","2016-01-20T05:34:00.000Z","Mumbai, Maharashtra","280","211","770","537","https://twitter.com//kamalikabose","Kamalika Bose","@kamalikabose","false","heritagestrategies.in/",,"false"
,,"1464881537690652677","https://pbs.twimg.com/media/FFRN-ZqVQAARGJE.jpg","https://pbs.twimg.com/media/FFRN-xyVkAUGhfd.jpg","https://pbs.twimg.com/media/FFRN_PbUcAYVHan.jpg","https://pbs.twimg.com/media/FFRN_ruVkAAmcUP.jpg","false","false","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Post Graduate","Post Graduate Department of Economics of Isabella Thoburn College, Lucknow organized an online event on 27th November 2021 under the umbrella of Mission Shakti, an initiative  started by the Government of Uttar Pradesh for empowering women.","2021-11-28T08:59:00.000Z","https://twitter.com/ProfVibhuti/status/1464881537690652677","https://pbs.twimg.com/profile_images/2065193076/Vibhuti_2_Dec._2011_new.jpg","Former Professor, Advanced Center for Women's Studies, School of Development Studies, Tata Institute of Social Sciences, V. N. Purav Marg, Deonar, Mumbai","2012-04-08T08:11:00.000Z","Mumbai-400088, India","1558","118","2680","3899","https://twitter.com//ProfVibhuti","Dr. Vibhuti Patel","@ProfVibhuti","false","scribd.com",,"false"
,,"1476983945795305473",,,,,"false","false","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","University","It is just a joke?
No
I don't but to feel easy about situation

I can accept few terms given by our Maha anubhavi ved literate

I am graduate from Mumbai University

I am less in terms of education?
But I will tell you it is this birth
Otherwise till last birth
I was writer","2021-12-31T18:29:00.000Z","https://twitter.com/manjusinghh2014/status/1476983945795305473","https://pbs.twimg.com/profile_images/1192270437167714304/eJEzfGgf.jpg",,"2019-08-30T16:25:00.000Z",,"1","11","38","32176","https://twitter.com//manjusinghh2014","Manju Singh","@manjusinghh2014","false",,,"false"
,,"1465273667374309376",,,,,"false","false","0","https://twitter.com/KishoriPednekar","https://twitter.com/mybmc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Post Graduate","@KishoriPednekar As the new virus is on the way .... What are the precaution you are taking for post graduate students... Our classroom are not clean no one wears mask no proper toilet.. if we are infected will u be responsible or the university @mybmc","2021-11-29T10:57:00.000Z","https://twitter.com/RiddhiSonalJ/status/1465273667374309376","https://pbs.twimg.com/profile_images/1708469429682704384/R0pUuWT-.jpg","Pro Right wing,
Journalist,
Sociologist and
Teacher","2015-02-12T03:53:00.000Z","India","262","71","57620","4549","https://twitter.com//RiddhiSonalJ","Riddhi Soni🇮🇳","@RiddhiSonalJ","false",,,"false"
,,"1464881399324835846","https://pbs.twimg.com/media/FFRN2wmUUAEzqaD.jpg","https://pbs.twimg.com/media/FFRN3ErVEAAKqRp.jpg","https://pbs.twimg.com/media/FFRN3UlVgAcut-s.jpg","https://pbs.twimg.com/media/FFRN3mTVcAkrS5v.jpg","false","false","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Post Graduate","Post Graduate Department of Economics of Isabella Thoburn College, Lucknow organized an online event on 27th November 2021 under the umbrella of Mission Shakti, an initiative  started by the Government of Uttar Pradesh for empowering women.","2021-11-28T08:58:00.000Z","https://twitter.com/ProfVibhuti/status/1464881399324835846","https://pbs.twimg.com/profile_images/2065193076/Vibhuti_2_Dec._2011_new.jpg","Former Professor, Advanced Center for Women's Studies, School of Development Studies, Tata Institute of Social Sciences, V. N. Purav Marg, Deonar, Mumbai","2012-04-08T08:11:00.000Z","Mumbai-400088, India","1558","118","2680","3899","https://twitter.com//ProfVibhuti","Dr. Vibhuti Patel","@ProfVibhuti","false","scribd.com",,"false"
,,"1468883413574688768",,,,,"false","false","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","Post Graduate","Contrary to popular belief education doesn't bring in morality, gratitude, humanity and wisdom. An average illiterate person in India is far better on these counts then a left-liberal post graduate, let alone the Islamists, khalistanis and commies.","2021-12-09T10:01:00.000Z","https://twitter.com/ribiy3/status/1468883413574688768","https://pbs.twimg.com/profile_images/1102631183706480642/tf2NhVR9.jpg","Politics, Culture, History, Economy, Markets or whatever catches my fancy.","2018-06-08T05:54:00.000Z",,"498","1696","12859","23802","https://twitter.com//ribiy3","ribiy","@ribiy3","false",,,"false"
,,"1464672342278238209","https://pbs.twimg.com/media/FFOPt4FVEAcn0iM.jpg","https://pbs.twimg.com/media/FFOPuN5VgAAhY9Z.jpg","https://pbs.twimg.com/media/FFOPui8UUAIMYms.jpg","https://pbs.twimg.com/media/FFOPu3_UYAU5Nhl.jpg","false","false","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Post Graduate","Post Graduate Department of Economics of Isabella Thoburn College, Lucknow organized an online event on 27th November 2021 under the umbrella of Mission Shakti, an initiative  started by the Government of Uttar Pradesh for empowering women.","2021-11-27T19:07:00.000Z","https://twitter.com/ProfVibhuti/status/1464672342278238209","https://pbs.twimg.com/profile_images/2065193076/Vibhuti_2_Dec._2011_new.jpg","Former Professor, Advanced Center for Women's Studies, School of Development Studies, Tata Institute of Social Sciences, V. N. Purav Marg, Deonar, Mumbai","2012-04-08T08:11:00.000Z","Mumbai-400088, India","1558","118","2680","3899","https://twitter.com//ProfVibhuti","Dr. Vibhuti Patel","@ProfVibhuti","false","scribd.com",,"false"
,,"1452566992020328448","https://pbs.twimg.com/media/FCiN-RKVUAY7Js1.jpg",,,,"false","false","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","3","Post Graduate","CIEL is calling out for Corporate Trainers holding a Graduate/Postgraduate/MBA degree with 3-5 years of work & training experience in BFSI space to be part of a CSR initiative of one of our esteemed clients in the BFSI space.
 
Share ur resume at deepa.roongta@ciel.co.in","2021-10-25T09:25:00.000Z","https://twitter.com/ciellearning/status/1452566992020328448","https://pbs.twimg.com/profile_images/1337422690940985344/T38A2crH.jpg","CIEL is a leading financial education and a learning solutions company which has focused towards skilling, training and competency building across BFSI Industry","2010-07-26T11:22:00.000Z","India","1195","129","30","1574","https://twitter.com//ciellearning","CIEL - Centre for Investment Education & Learning","@ciellearning","false","ciel.co.in",,"false"
,,"1443874014250688513",,,,,"false","false","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","1","Post Graduate","Colleges in mumbai, Maharashtra have the concept of a middle name . Even if your child doesn’t have one, it invariably gets added when they graduate . By your postgraduate it includes both parents . How does one gets it corrected . How can your name be changed ?","2021-10-01T09:42:00.000Z","https://twitter.com/anupamapatnaik/status/1443874014250688513","https://pbs.twimg.com/profile_images/1717217346962767872/C4uYiDCm.jpg","Artist , Nurturer, mother , dreamer in any random order . Believer in our right to basic civic needs and willing to do my bit .Be the change you wish to see .","2013-05-29T08:50:00.000Z",,"669","628","12991","9363","https://twitter.com//anupamapatnaik","Anupama","@anupamapatnaik","false",,,"false"
,,"1451179668392927237","https://pbs.twimg.com/media/FCOgNcsVIAwPWIQ.jpg","https://pbs.twimg.com/media/FCOgNcqVUAcFX11.jpg",,,"false","false","26","https://twitter.com/Chakrabarti_Lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Post Graduate","Congratulations Soham, who defended his thesis today. Soon he will move to Germany to start his post doctoral venture. His thesis work focused on co-solvent biomolecule dynamics. He is the fourth one to graduate from @Chakrabarti_Lab","2021-10-21T13:32:00.000Z","https://twitter.com/Chakrabarti_Lab/status/1451179668392927237","https://pbs.twimg.com/profile_images/1607293134467387398/9thKz--Q.jpg","Professor @iitbombay Theoretical Chemical Physics, Stat Mech, Soft-Active Matter, attended @iiscbangalore @IllinoisMatSE @Uni_Stuttgart Editorial Board @jphysa","2010-05-05T23:48:00.000Z","Mumbai, India","1580","483","1825","349","https://twitter.com//Chakrabarti_Lab","Rajarshi Chakrabarti🇮🇳","@Chakrabarti_Lab","false","rajarshichakrabarti.wixsite.…",,"false"
