"avatar","fullname","id","images/0","images/1","images/2","images/3","isQuote","isRetweet","likes","links/0","links/1","links/2","links/3","links/4","links/5","links/6","links/7","links/8","links/9","links/10","links/11","links/12","links/13","links/14","links/15","quotedTweet/avatar","quotedTweet/fullname","quotedTweet/images/0","quotedTweet/images/1","quotedTweet/images/2","quotedTweet/images/3","quotedTweet/links/0","quotedTweet/links/1","quotedTweet/links/2","quotedTweet/links/3","quotedTweet/links/4","quotedTweet/links/5","quotedTweet/links/6","quotedTweet/text","quotedTweet/timestamp","quotedTweet/url","quotedTweet/username","quotes","replies","retweets","searchQuery","text","timestamp","url","user/avatar","user/description","user/joinDate","user/location","user/totalFollowers","user/totalFollowing","user/totalLikes","user/totalTweets","user/url","user/userFullName","user/username","user/verified","user/website","username","verified"
,,"1436954791939227654","https://pbs.twimg.com/media/E_EWuKHVkAcs1ux.jpg",,,,"false","false","62","https://twitter.com/search?q=%23Goa","https://twitter.com/search?q=%23Psychos_Goa_Diaries","https://twitter.com/search?q=%23Aqua_mams_bachelor_party","https://twitter.com/Karthicktamil86","https://twitter.com/iampaamaran","https://twitter.com/Aquaa_man1","https://twitter.com/_java_Speaks","https://twitter.com/mohankumarmk41",,,,,,,,,,,,,,,,,,,,,,,,,,"1","4","5","Bachelors","Day 3 at Reis magos fort
#Goa
#Psychos_Goa_Diaries 
#Aqua_mams_bachelor_party

With @Karthicktamil86 @iampaamaran @Aquaa_man1 @_Java_Speaks @mohankumarmk41","2021-09-12T07:28:00.000Z","https://twitter.com/laxmanudt/status/1436954791939227654","https://pbs.twimg.com/profile_images/1716966015467433985/-NaA3-WX.jpg","There is a difference between living and existing.
#தமிழ்❤️
#வேள்பாரி 
#hobby #photography #Lax_clicks .
90's kid,officially single","2014-06-09T07:13:00.000Z",,"4092","1003","63677","97323","https://twitter.com//laxmanudt","தொயரத்த","@laxmanudt","false",,,"false"
,,"1228691254117928960",,,,,"false","false","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Undergrad","Update: how nice of my lab supervisor. She legit said, ""You're just an undergrad. You aren't supposed to work for these many hours"" and left me off early :""""))))","2020-02-15T14:43:00.000Z","https://twitter.com/aryaag12/status/1228691254117928960","https://pbs.twimg.com/profile_images/1719435703963275267/9W-URzut.jpg","Former Research Intern at Laboratory of Bio and Bio-inspired Nanosystems, EPFL 🇨🇭 | BITS Goa 🇮🇳'22","2018-06-30T16:02:00.000Z",,"373","481","26408","1612","https://twitter.com//aryaag12","Arya Agarwal","@aryaag12","false",,,"false"
,,"1313329326092296192",,,,,"false","false","3","https://twitter.com/ndtv",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","0","Bachelors","Can we have @ndtv cover the fact that Societies in Mumbai are now banning Landlords from leasing out their properties to tenants that are Bachelors, in light of the recent Sushant Rajput/Drug related incidents ! 

How selfish and ignorant can the selfish and ignorant be!","2020-10-06T04:04:00.000Z","https://twitter.com/KeithRenson/status/1313329326092296192","https://pbs.twimg.com/profile_images/1246333764214476801/Bx0A-MWj.jpg","#RossoneriPerSempre","2011-12-05T13:25:00.000Z","Goa, India","360","408","3950","24788","https://twitter.com//KeithRenson","Keith Renson D'souza","@KeithRenson","false","facebook.com/keith.rensondso…",,"false"
,,"1240505399154900992",,,,,"false","false","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Bachelors","Rendu kaadu...na kosam nene vanta cheskovalsina bachelor 😂","2020-03-19T05:08:00.000Z","https://twitter.com/imarun777/status/1240505399154900992","https://pbs.twimg.com/profile_images/1733014416684355584/JrofMycC.jpg","I search for spelling misteaks","2017-01-06T17:04:00.000Z","AP 31","1703","1420","149571","98215","https://twitter.com//imarun777","arun","@imarun777","false",,,"false"
,,"1290185872214618112","https://pbs.twimg.com/media/EeepNinU8AEWgwG.jpg",,,,"false","false","1","https://twitter.com/search?q=%23Soddo","https://twitter.com/search?q=%23Aldona","https://twitter.com/search?q=%23First","https://twitter.com/search?q=%23Bachelor","https://twitter.com/search?q=%23Library","https://twitter.com/search?q=%23Information","https://twitter.com/search?q=%23Science","https://twitter.com/search?q=%23Degree","https://twitter.com/search?q=%23GoaUniversity","https://twitter.com/search?q=%23Achievement","https://twitter.com/search?q=%23Education","https://twitter.com/search?q=%23GU",,,,,,,,,,,,,,,,,,,,,,"0","0","0","Bachelors","Congratulations to Jovita Lobo from #Soddo, #Aldona for achieving #First rank in the #Bachelor of #Library and #Information #Science #Degree at #GoaUniversity. 

Wishing you all the very best in your future endeavours and continue making us proud. 

#Achievement #Education #GU","2020-08-03T07:20:00.000Z","https://twitter.com/GlennTiclo/status/1290185872214618112","https://pbs.twimg.com/profile_images/1691733296978505728/LnCdW2F6.jpg","BJP State Vice President and Former MLA of Aldona Constituency #GlennTiclo #TogetherForAldonaConstituency #UnitedForAldonaConstituency","2014-02-25T19:16:00.000Z","Aldona, Goa","231","85","85","3342","https://twitter.com//GlennTiclo","Glenn Souza Ticlo","@GlennTiclo","false","glennticlo.com",,"false"
,,"1476607557850451968",,,,,"true","false","0",,,,,,,,,,,,,,,,,"","Rohini Mohan",,,,,,,,,,,,"Mob enters a house, asks women celebrating Christmas: Is this how a woman should be, no bindi, praying like this? 
Woman in pink: I may even remove this mangalsutra I'm wearing & pray. What gives you the right to ask?","2021-12-30T17:28:00.000Z","https://twitter.com/rohini_mohan/status/1476606092612292642","@rohini_mohan","0","0","0","School","No hall,no maidan,no public space,no school. They have a problem with what people do in their own houses?","2021-12-30T17:34:00.000Z","https://twitter.com/deepakjsingh/status/1476607557850451968","https://pbs.twimg.com/profile_images/464777038/Deepak.jpg","Somewhat Tech Savy,Newsholic,Football fanatic (MUFC),love old style Rock.Loves to read and watch movies.Support and endorse secular liberal values.","2009-06-07T14:39:00.000Z","Union of India.","914","2753","24615","44891","https://twitter.com//deepakjsingh","Deepak J Singh","@deepakjsingh","false",,,"false"
,,"1465182684733345792",,,,,"false","false","0","https://twitter.com/search?q=%23digital","http://www.telegraphindia.com/edugraph/news/iimc-to-introduce-postgraduate-course-in-digital-journalism-from-2022/cid/1840950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","1","Post Graduate","IIMC to introduce postgraduate course in #digital journalism from 2022

 telegraphindia.com/edugraph/…","2021-11-29T04:55:00.000Z","https://twitter.com/iimckottayam/status/1465182684733345792","https://pbs.twimg.com/profile_images/1554796896069136384/WjsWiUac.jpg","The official account of IIMC's Southern Regional Campus, a premier institute in the field of journalism and mass communication under @MIB_India","2016-07-20T05:13:00.000Z","Kottayam, India","1330","135","2434","3524","https://twitter.com//iimckottayam","IIMC South India Campus","@iimckottayam","false","iimc.gov.in",,"false"
,,"1448227496810274820",,,,,"false","false","0","https://twitter.com/Phd_inBakchodi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","0","phd","@Phd_inBakchodi  Teju bhaiya all set to break the internet","2021-10-13T10:01:00.000Z","https://twitter.com/solanki_abhi24/status/1448227496810274820","https://pbs.twimg.com/profile_images/1732796226368905216/qjDSUsoU.jpg","Proud Indian 🇮🇳 Building InMobi | Ex CRED | Ex Razorpay","2016-08-11T16:45:00.000Z","Ranchi, India","163","1380","14287","2386","https://twitter.com//solanki_abhi24","Abhishek","@solanki_abhi24","false",,,"false"
,,"1475659800553746434",,,,,"false","false","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","0","College","Where will these engineers find employment? Assuming they so not have a working knowledge of English. All books manuals etc are in English. Is it possible to translate text books into local languages properly. Do engineering colleges have adequate staff who can teach in vernacula","2021-12-28T02:48:00.000Z","https://twitter.com/deepakjsingh/status/1475659800553746434","https://pbs.twimg.com/profile_images/464777038/Deepak.jpg","Somewhat Tech Savy,Newsholic,Football fanatic (MUFC),love old style Rock.Loves to read and watch movies.Support and endorse secular liberal values.","2009-06-07T14:39:00.000Z","Union of India.","914","2753","24615","44891","https://twitter.com//deepakjsingh","Deepak J Singh","@deepakjsingh","false",,,"false"
,,"1467567100818460679",,,,,"false","false","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","phd","पढ़ाई भी गजब की चीज है

PHD किये हुए लोग देश विरोधी नारे लगा रहे हैं और 12वीं पास सियाचिन -45° में देश की रक्षा कर रहे हैं।
🙄
जय जय श्री राम 🚩🕉️🙏","2021-12-05T18:50:00.000Z","https://twitter.com/Ramkishor_sen11/status/1467567100818460679","https://pbs.twimg.com/profile_images/1556105148417871873/FtI_yAM3.jpg","🚩🕉️#भगवा_पहनावे से किसी के पिछवाड़े में जलन हो  रही है तो होता रहे भगवा हमारी शान है भारत की पहचान है |
🚩#SelfiWithBhagva 🚩
🚩🕉#जय_श्री_राम#🕉️🚩⚔️🙏🙏","2021-11-26T19:05:00.000Z","Singrauli, India","2199","3323","10637","7911","https://twitter.com//Ramkishor_sen11","Ramkishor Sen","@Ramkishor_sen11","false",,,"false"
