"avatar","fullname","id","images/0","images/1","images/2","images/3","isQuote","isRetweet","likes","links/0","links/1","links/2","links/3","links/4","links/5","links/6","links/7","links/8","links/9","links/10","links/11","links/12","links/13","links/14","links/15","links/16","links/17","links/18","quotedTweet/avatar","quotedTweet/fullname","quotedTweet/images/0","quotedTweet/images/1","quotedTweet/images/2","quotedTweet/images/3","quotedTweet/links/0","quotedTweet/links/1","quotedTweet/links/2","quotedTweet/links/3","quotedTweet/links/4","quotedTweet/links/5","quotedTweet/links/6","quotedTweet/links/7","quotedTweet/links/8","quotedTweet/links/9","quotedTweet/links/10","quotedTweet/links/11","quotedTweet/text","quotedTweet/timestamp","quotedTweet/url","quotedTweet/username","quotes","replies","retweets","searchQuery","text","timestamp","url","user/avatar","user/description","user/joinDate","user/location","user/totalFollowers","user/totalFollowing","user/totalLikes","user/totalTweets","user/url","user/userFullName","user/username","user/verified","user/website","username","verified"
,,"1447101755985039365","https://pbs.twimg.com/media/FBUjYJjVIAQGW6h.jpg",,,,"false","false","1","https://twitter.com/search?q=%23comedy","https://twitter.com/search?q=%23jokes","https://twitter.com/search?q=%23singles","https://twitter.com/search?q=%23singlesjokes","https://twitter.com/search?q=%23singlesgroup","https://twitter.com/search?q=%23bachelors","https://twitter.com/search?q=%23bachelorsgroup","https://twitter.com/search?q=%23Ahmedabad","https://twitter.com/search?q=%23AhmedabadEvents","https://twitter.com/search?q=%23AhmedabadSinglesGroup","https://twitter.com/search?q=%23AhmedabadBachelorsGroup","https://twitter.com/search?q=%23AhmedabadFriendshipGroup","https://twitter.com/search?q=%23AhmedabadFriendshipClub","https://twitter.com/search?q=%23AhmedabadSinglesClub","https://twitter.com/search?q=%23AhmedabadBachelorsClub",,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Bachelors","#comedy #jokes #singles #singlesjokes #singlesgroup #bachelors #bachelorsgroup #Ahmedabad #AhmedabadEvents #AhmedabadSinglesGroup #AhmedabadBachelorsGroup #AhmedabadFriendshipGroup #AhmedabadFriendshipClub #AhmedabadSinglesClub #AhmedabadBachelorsClub","2021-10-10T07:28:00.000Z","https://twitter.com/AhmSingleSouls/status/1447101755985039365","https://pbs.twimg.com/profile_images/1405428493253443585/-1VXEnHh.jpg","Ahmedabad Single group for 40+, never married, living in Ahmedabad.","2021-06-17T07:33:00.000Z",,"29","1","273","274","https://twitter.com//AhmSingleSouls","Ahmedabad Singles Group Bachelors Club","@AhmSingleSouls","false","bit.ly/3tWrRn8",,"false"
,,"1451185472479236105","https://pbs.twimg.com/media/FCOlfbhVkAUR08A.jpg",,,,"false","false","1","https://twitter.com/search?q=%23joke","https://twitter.com/search?q=%23marriagejoke","https://twitter.com/search?q=%23singlesjoke","https://twitter.com/search?q=%23couplesjoke","https://twitter.com/search?q=%23relationship","https://twitter.com/search?q=%23couplerelationship","https://twitter.com/search?q=%23married","https://twitter.com/search?q=%23bachelorjoke","https://twitter.com/search?q=%23unmarried","https://twitter.com/search?q=%23bachelor","https://twitter.com/search?q=%23staysingle","https://twitter.com/search?q=%23ahmedabad","https://twitter.com/search?q=%23singles","https://twitter.com/search?q=%23group","https://twitter.com/search?q=%23club","https://twitter.com/search?q=%23ahmedabadsingles",,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Bachelors","Marry now, pay later… Not sure if this is an Advertisement or a Warning!
🤔🤔🤔🤣🤣🤣
#joke #marriagejoke #singlesjoke #couplesjoke #relationship #couplerelationship #married #bachelorjoke #unmarried #bachelor #staysingle #ahmedabad #singles #group #club #ahmedabadsingles","2021-10-21T13:55:00.000Z","https://twitter.com/AhmSingleSouls/status/1451185472479236105","https://pbs.twimg.com/profile_images/1405428493253443585/-1VXEnHh.jpg","Ahmedabad Single group for 40+, never married, living in Ahmedabad.","2021-06-17T07:33:00.000Z",,"29","1","273","274","https://twitter.com//AhmSingleSouls","Ahmedabad Singles Group Bachelors Club","@AhmSingleSouls","false","bit.ly/3tWrRn8",,"false"
,,"1443116742713036803",,,,,"false","false","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","0","Bachelors","Yes, I lived as bachelor in the same flat for seven years continuously and all my neighbours were families. And I did parties too.😅. Thankfully all of them believed in minding their own business which is not the case anymore.","2021-09-29T07:33:00.000Z","https://twitter.com/kumarmanish9/status/1443116742713036803","https://pbs.twimg.com/profile_images/1642792266623336451/fx3jGC6T.jpg","Traveller within & in other realms l Knowledge seeker & sharer l Content curator & creator l Smiles & Sarcasm l News & Views l Connecting The Dots Enthusiast","2009-10-24T11:18:00.000Z","India","28746","3075","13126","155582","https://twitter.com//kumarmanish9","Kumar Manish","@kumarmanish9","true","urbanvoices.in",,"true"
,,"1448814079120842756","https://pbs.twimg.com/media/FBs4ueGVkAE4ZR4.jpg",,,,"false","false","1","https://twitter.com/search?q=%23unmarried","https://twitter.com/search?q=%23bachelor","https://twitter.com/search?q=%23single","https://twitter.com/search?q=%23Ahmedabad","https://twitter.com/search?q=%23group","https://twitter.com/search?q=%23club","https://twitter.com/search?q=%23friendship","https://twitter.com/search?q=%23singlesgroup","https://twitter.com/search?q=%23Ahmedabadsinglesgroup","https://twitter.com/search?q=%23bachelorsgroup","https://twitter.com/search?q=%23Ahmedabadbachelorsgroup","https://twitter.com/search?q=%23friendshipgroup","https://twitter.com/search?q=%23Ahmedabadfriendshipgroup","https://twitter.com/search?q=%23friendshipclub","https://twitter.com/search?q=%23Ahmedabadfriendshipclub","https://twitter.com/search?q=%23relationships","https://twitter.com/search?q=%23marriage","https://twitter.com/search?q=%23singlesclub",,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Bachelors","#unmarried #bachelor #single #Ahmedabad #group #club #friendship #singlesgroup #Ahmedabadsinglesgroup #bachelorsgroup #Ahmedabadbachelorsgroup #friendshipgroup #Ahmedabadfriendshipgroup #friendshipclub #Ahmedabadfriendshipclub #relationships #marriage #singlesclub","2021-10-15T00:52:00.000Z","https://twitter.com/AhmSingleSouls/status/1448814079120842756","https://pbs.twimg.com/profile_images/1405428493253443585/-1VXEnHh.jpg","Ahmedabad Single group for 40+, never married, living in Ahmedabad.","2021-06-17T07:33:00.000Z",,"29","1","273","274","https://twitter.com//AhmSingleSouls","Ahmedabad Singles Group Bachelors Club","@AhmSingleSouls","false","bit.ly/3tWrRn8",,"false"
,,"1436691412511199253","https://pbs.twimg.com/media/E_AnObcVQAIUL-I.jpg",,,,"false","false","1","https://www.facebook.com/ahmedabadsinglesgroup/","https://twitter.com/search?q=%23singlesjokes","https://twitter.com/search?q=%23marriedjokes","https://twitter.com/search?q=%23relationshipjokes","https://twitter.com/search?q=%23marriagejokes","https://twitter.com/search?q=%23singlesgroup","https://twitter.com/search?q=%23bachelorsgroup","https://twitter.com/search?q=%23singlesclub","https://twitter.com/search?q=%23bachelorsclub","https://twitter.com/search?q=%23Ahmedabad","https://twitter.com/search?q=%23singles","https://twitter.com/search?q=%23AhmedabadSingles","https://twitter.com/search?q=%23bachelors","https://twitter.com/search?q=%23AhmedabadBachelors","https://twitter.com/search?q=%23club","https://twitter.com/search?q=%23AhmedabadClubs","https://twitter.com/search?q=%23group","https://twitter.com/search?q=%23AhmedabadGroups","https://twitter.com/search?q=%23jokes",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Bachelors","facebook.com/ahmedabadsingle…
#singlesjokes #marriedjokes #relationshipjokes #marriagejokes #singlesgroup #bachelorsgroup #singlesclub #bachelorsclub #Ahmedabad #singles #AhmedabadSingles #bachelors #AhmedabadBachelors #club #AhmedabadClubs #group #AhmedabadGroups #jokes","2021-09-11T14:01:00.000Z","https://twitter.com/AhmSingleSouls/status/1436691412511199253","https://pbs.twimg.com/profile_images/1405428493253443585/-1VXEnHh.jpg","Ahmedabad Single group for 40+, never married, living in Ahmedabad.","2021-06-17T07:33:00.000Z",,"29","1","273","274","https://twitter.com//AhmSingleSouls","Ahmedabad Singles Group Bachelors Club","@AhmSingleSouls","false","bit.ly/3tWrRn8",,"false"
,,"1412674486449565696","https://pbs.twimg.com/media/E5rT9URVUAYURVm.jpg",,,,"false","false","1","https://www.sanvioverseas.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Bachelors","🇨🇦 Canada PR 🇨🇦

Age : upto 45 years
Education : Bachelor/Master
Work experience : 2 years or More
IELTS : 5 bands in each or more

Book an appointment for Assessment for PR / Work Permit / Visitor visa / Student visa Process

Call : +91 9054775066
sanvioverseas.com","2021-07-07T07:26:00.000Z","https://twitter.com/SanviOverseas/status/1412674486449565696","https://pbs.twimg.com/profile_images/1281055125184761856/43UxW_wj.jpg","Student visa | Immigration | Work Permit | Visitor Visa | Forex | Ticket Booking","2020-07-09T02:37:00.000Z",,"17","28","0","88","https://twitter.com//SanviOverseas","Sanvi Overseas","@SanviOverseas","false","sanvioverseas.com",,"false"
,,"1472129686725541891","https://pbs.twimg.com/media/FG4OI2DXEAII5K-.jpg",,,,"false","false","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","3","Undergraduate","IITGN invites applications from eligible undergraduate students from select institutes for admission to its Early Admit MSc programme in Physics, Chemistry, and Mathematics, beginning in July 2022. A valid JAM/GATE score is NOT mandatory. Submit applications by January 14, 2022.","2021-12-18T09:00:00.000Z","https://twitter.com/iitgn/status/1472129686725541891","https://pbs.twimg.com/profile_images/1687328647064260608/V2uVNx-G.jpg","The official Twitter account of Indian Institute of Technology Gandhinagar","2011-01-05T23:35:00.000Z","Gandhinagar, India","46469","141","1259","8123","https://twitter.com//iitgn","IIT Gandhinagar","@iitgn","false","iitgn.ac.in/",,"false"
,,"1331800153066377217","https://pbs.twimg.com/media/EnuBKiJUwAEw7Lv.jpg",,,,"false","false","0","https://twitter.com/search?q=%23LoyalistCollege","https://twitter.com/search?q=%23CareerCrew","http://www.careercrew.in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Post Graduate","Apply to #LoyalistCollege, Canada with #CareerCrew for May 2021 intake.

Advantages:
Post graduate work permit of upto 36 months
Ensures skilled training and employability
Continuous enrollments - Rolling intakes
Flaxible classes - 2 days off per week
 careercrew.in","2020-11-26T03:21:00.000Z","https://twitter.com/CareercrewO/status/1331800153066377217","https://pbs.twimg.com/profile_images/1290703311599841280/HJzGGweU.jpg",,"2020-08-04T17:36:00.000Z",,"5","3","0","19","https://twitter.com//CareercrewO","CareerCrew_Overseas","@CareercrewO","false",,,"false"
,,"1464185428626399232",,,,,"true","false","9",,,,,,,,,,,,,,,,,,,,"","Mohamed Sha Navas",,,,,,,,,,,,,,,,,"You always give your voice for NEET-PG.
Please do your bit for NEET-UG.
It is end November and there is no sign of MBBS admissions taking place for this year, 2021-22.","2021-11-26T10:47:00.000Z","https://twitter.com/Navas1Sha/status/1464184100646907904","@Navas1Sha","0","1","1","Undergraduate","Government should give highest priority to undergraduate and postgraduate medical admissions...
What will happen if third wave comes?","2021-11-26T10:53:00.000Z","https://twitter.com/bankniftydoctor/status/1464185428626399232","https://pbs.twimg.com/profile_images/1642368193204482050/Jm4XhoZ6.jpg","Always +ve,
Gynaecologist,Jigisha speciality hospital.

Partner,Niftydoctor securities
 
'RDX strategy' and 'RnJ strategy' inventor
t.me/bankniftydoctor","2009-07-27T03:07:00.000Z","Ahmedabad","41630","462","23709","9399","https://twitter.com//bankniftydoctor","Dr.Jignesh Shah","@bankniftydoctor","false","jigishahospital.com",,"false"
,,"1451798687953272833",,,,,"false","false","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Post Graduate","with the Postgraduate. Many more qualifications to come.
Love hubby.
Miss you alot ❤","2021-10-23T06:32:00.000Z","https://twitter.com/khuswand91/status/1451798687953272833","https://pbs.twimg.com/profile_images/1691904021102211075/6HU1hmFi.jpg","Actg. Senior Manager Secata @FNUFiji ⚽️🏸🏉|BA-LLC @Unifiji1 | MA-International Relations @gujuni1949 | #LFC #YNWA.
Views are of my own and not of my employer.","2012-08-07T22:59:00.000Z","Lautoka","653","4981","73235","59337","https://twitter.com//khuswand91","𝑲𝒉𝒖𝒔𝒘𝒂𝒏𝒅 𝑵𝒂𝒊𝒅𝒖®️🇫🇯🌴","@khuswand91","false","linkedin.com/in/khuswand-nai…",,"false"
