"avatar","fullname","id","images/0","images/1","images/2","images/3","isQuote","isRetweet","likes","links/0","links/1","links/2","links/3","links/4","links/5","links/6","links/7","links/8","links/9","links/10","links/11","quotedTweet/avatar","quotedTweet/fullname","quotedTweet/images/0","quotedTweet/links/0","quotedTweet/links/1","quotedTweet/text","quotedTweet/timestamp","quotedTweet/url","quotedTweet/username","quotes","replies","retweets","searchQuery","text","timestamp","url","user/avatar","user/description","user/joinDate","user/location","user/totalFollowers","user/totalFollowing","user/totalLikes","user/totalTweets","user/url","user/userFullName","user/username","user/verified","user/website","username","verified"
,,"1400422023134855168",,,,,"false","false","0","https://twitter.com/search?q=%23LOCKDOWNVIBES","https://twitter.com/search?q=%23cityscape","https://twitter.com/search?q=%23cityview","https://twitter.com/search?q=%23CityOfAizawl","https://twitter.com/search?q=%23cityphotography","https://twitter.com/search?q=%23dslr","https://twitter.com/search?q=%23nikon","https://twitter.com/search?q=%23nikonphotography","https://www.instagram.com/p/CPqED7thaUX/?utm_medium=twitter",,,,,,,,,,,,,"0","0","0","School","Exercising My DSLR 📷 after a long pause...

#LOCKDOWNVIBES #cityscape #cityview #CityOfAizawl #cityphotography #dslr #nikon #nikonphotography @ Mizoram Board of School Education instagram.com/p/CPqED7thaUX/…","2021-06-03T12:00:00.000Z","https://twitter.com/MalaBawitlung/status/1400422023134855168","https://pbs.twimg.com/profile_images/887569930098319362/afpClZQk.jpg","- Born Adventurer -","2017-07-14T07:55:00.000Z","Aizawl, Mizoram","114","171","639","166","https://twitter.com//MalaBawitlung","Mala_Bawitlung","@MalaBawitlung","false",,,"false"
,,"1133410940286787584",,,,,"false","false","0","https://twitter.com/search?q=%23happy","https://twitter.com/search?q=%23braid","https://twitter.com/search?q=%23niece","https://twitter.com/search?q=%23jordana","https://twitter.com/search?q=%23school","https://twitter.com/search?q=%23gyomi","https://www.instagram.com/p/ByA1ezmlvFX/?igshid=1p4l739s9qely",,,,,,,,,,,,,,,"0","0","0","School","#happy #braid #niece #jordana #school #gyomi @ Aizawl instagram.com/p/ByA1ezmlvFX/…","2019-05-28T16:33:00.000Z","https://twitter.com/ellieCapri8/status/1133410940286787584","https://pbs.twimg.com/profile_images/2322345458/i7d1b6jv9y66zyl865i1.jpeg","live life like there's no 2moro....love like there's no end","2012-05-12T07:37:00.000Z","India","62","133","5280","2112","https://twitter.com//ellieCapri8","Ellie.Liz","@ellieCapri8","false",,,"false"
,,"1226340968099700737",,,,,"false","false","0","https://www.instagram.com/p/B8VJKnPn4_3/?igshid=a2wn8zx3gi97",,,,,,,,,,,,,,,,,,,,,"0","0","0","School","No matter how much I complain about school, I always miss it when I leave @ St. Xavier's College, Lengpui instagram.com/p/B8VJKnPn4_3/…","2020-02-09T03:04:00.000Z","https://twitter.com/RohanationR/status/1226340968099700737","https://pbs.twimg.com/profile_images/1243600475880030215/JoLAXC97.jpg","piped.video/c/RohanationRoy
piped.video/c/RohanationGami…","2018-07-30T13:17:00.000Z","Sairang, India","3","246","29","61","https://twitter.com//RohanationR","Iravan","@RohanationR","false",,,"false"
,,"1358295933641912320",,,,,"false","false","0","https://www.instagram.com/p/CK-vVqjlpER/?igshid=iyuh4slodc94",,,,,,,,,,,,,,,,,,,,,"0","0","0","School","Hripui (Covid-19) vanga Pathianni vawi 46 zet Sunday School inkhawm a theih loh hnuah, vawiin atangin, SOP dan zawm chungin kan inkhawm leh tan ta. @ Tuikhuahtlang instagram.com/p/CK-vVqjlpER/…","2021-02-07T06:06:00.000Z","https://twitter.com/buata_bawitlung/status/1358295933641912320","https://pbs.twimg.com/profile_images/1421396089337352202/nIpq5m67.jpg","Simply look at me. God is amazingly creative.","2011-11-12T12:23:00.000Z","Delhi","372","767","404","2850","https://twitter.com//buata_bawitlung","buata bawihtlung","@buata_bawitlung","false","about.me/Buata_Bawihtlung",,"false"
,,"1144545778796511233",,,,,"false","false","2","https://twitter.com/search?q=%23Sphs","https://twitter.com/search?q=%23silverjubilee","https://twitter.com/search?q=%23montfort_batch","https://www.instagram.com/p/BzP9Au4lV73/?igshid=6n1z8bh04oep",,,,,,,,,,,,,,,,,,"0","0","0","School","This is what 25 years look like #Sphs #silverjubilee #montfort_batch @ St. Paul's Higher Secondary School instagram.com/p/BzP9Au4lV73/…","2019-06-28T09:59:00.000Z","https://twitter.com/rengpuia/status/1144545778796511233","https://pbs.twimg.com/profile_images/1342525439030353920/vHAwxVMd.jpg","Don't even bother, I am only here because it's free.","2009-11-29T12:27:00.000Z","aizawl,mz,india","626","302","464","2814","https://twitter.com//rengpuia","𝐿𝑎𝑙𝑟𝑒𝑛𝑔𝑝𝑢𝑖𝑎","@rengpuia","false",,,"false"
,,"1145328155500208128",,,,,"false","false","1","https://www.instagram.com/p/BzVgzR8FfeB/?igshid=1qbfn89iudevf",,,,,,,,,,,,,,,,,,,,,"0","0","0","School","Kum 3 chhung helai a kan tal ho khan engnge maw kan kai ni, heti em em a keiniho hi kan phur zui tak? Nungchang that vang ni lo a School in Farewell pawh min siamsak duh loh te kha sawi loin, matric result nei tha… instagram.com/p/BzVgzR8FfeB/…","2019-06-30T13:48:00.000Z","https://twitter.com/rengpuia/status/1145328155500208128","https://pbs.twimg.com/profile_images/1342525439030353920/vHAwxVMd.jpg","Don't even bother, I am only here because it's free.","2009-11-29T12:27:00.000Z","aizawl,mz,india","626","302","464","2814","https://twitter.com//rengpuia","𝐿𝑎𝑙𝑟𝑒𝑛𝑔𝑝𝑢𝑖𝑎","@rengpuia","false",,,"false"
,,"1141738133366759425",,,,,"false","false","0","https://twitter.com/search?q=%23Viral","https://twitter.com/search?q=%23Teacher","https://twitter.com/search?q=%23Farewell","https://twitter.com/search?q=%23Memestagram","https://twitter.com/search?q=%23Memes","https://twitter.com/search?q=%23Mizoram","https://www.instagram.com/p/By8AGJ1jTYg/?igshid=18m8fnftpq0u8",,,,,,,,,,,,,,,"0","0","0","School","A headmaster in Mizoram received a tearful farewell from the students of his school. The video of the farewell has gone viral on social media.

#Viral #Teacher #Farewell #Memestagram #Memes #Mizoram… instagram.com/p/By8AGJ1jTYg/…","2019-06-20T16:02:00.000Z","https://twitter.com/RashidShams12/status/1141738133366759425","https://pbs.twimg.com/profile_images/1144234427267989505/HpJpSPGJ.jpg","First Constitution - 🇮🇳#INDIA that is #Bharat, Shall be a #Union of #State","2017-07-05T20:54:00.000Z","بهارت","702","749","26823","49298","https://twitter.com//RashidShams12","Rashid Shams (راَشِد شٰمسِ)","@RashidShams12","false","facebook.com/profile.php?id=…",,"false"
,,"1314586759473385472",,,,,"false","false","0","https://www.instagram.com/p/CGIKtPTljwO/?igshid=emhp5wwu6qby",,,,,,,,,,,,,,,,,,,,,"0","0","0","School","Kum 8 lai ka thawh hnuah ka ta ang maia ka ngaih, N.Serzawl Secondary School chu ka mangṭha ve ta. Ka ngai dawn hle mai. 
Goodbye, N.Serzawl Secondary School. 👋👋 @ North Serzawl instagram.com/p/CGIKtPTljwO/…","2020-10-09T15:21:00.000Z","https://twitter.com/Zorema_Hnamte/status/1314586759473385472","https://pbs.twimg.com/profile_images/1539243163864424449/UCn7oGbK.jpg",,"2012-12-04T18:12:00.000Z","Aizawl, Mizoram, India","17","291","228","208","https://twitter.com//Zorema_Hnamte","Zorema Hnamte","@Zorema_Hnamte","false","Zorema01.blogspot.com",,"false"
,,"1131561191946498049",,,,,"false","false","2","https://www.instagram.com/p/BxzsTmGpznO/?igshid=x5wm5lo7cgx8",,,,,,,,,,,,,,,,,,,,,"0","0","0","School","Great pleasure to attend the Reward programme of HSLC & HSSLC topper of St. Joseph Higher Secondary school @ Hotel Regency. Aizawl instagram.com/p/BxzsTmGpznO/…","2019-05-23T14:03:00.000Z","https://twitter.com/KTongchangya/status/1131561191946498049","https://pbs.twimg.com/profile_images/1259166307351531522/K7HhvQYO.jpg","Simple living high thinking🤔","2016-02-20T02:39:00.000Z","Aizawl","209","315","98","79","https://twitter.com//KTongchangya","Krishna Bikash Tongchangya","@KTongchangya","false","piped.video/channel/UC2qvVcD…",,"false"
,,"1127426723744747520",,,,,"false","false","1","https://www.instagram.com/p/BxWUKWiBW0A/?utm_source=ig_twitter_share&igshid=1xgm5d0tg7mhx",,,,,,,,,,,,,,,,,,,,,"0","0","0","School","Free Clinic @ Turial Airfield in commemoration of 25 fruitful years since we all passed out from St Paul's High School. Appreciated this bunch of dedicated and selfless doctors and highly… instagram.com/p/BxWUKWiBW0A/…","2019-05-12T04:14:00.000Z","https://twitter.com/rengpuia/status/1127426723744747520","https://pbs.twimg.com/profile_images/1342525439030353920/vHAwxVMd.jpg","Don't even bother, I am only here because it's free.","2009-11-29T12:27:00.000Z","aizawl,mz,india","626","302","464","2814","https://twitter.com//rengpuia","𝐿𝑎𝑙𝑟𝑒𝑛𝑔𝑝𝑢𝑖𝑎","@rengpuia","false",,,"false"
,,"1113054180762152960",,,,,"false","false","2","https://twitter.com/search?q=%23son","https://twitter.com/search?q=%23kg1","https://twitter.com/search?q=%23firstdayatschool","https://twitter.com/search?q=%23feelingawesome","https://twitter.com/search?q=%23feelinggood","https://twitter.com/search?q=%23peace","https://twitter.com/search?q=%23love","https://www.instagram.com/p/BvwMTD9hmoT/?utm_source=ig_twitter_share&igshid=5a725ua2zm6o",,,,,,,,,,,,,,"0","0","0","School","Fapa school kal thei ka nei ve ta! Lalpa chu fakin awm rawh se! 

Coby's 1st day at school. 
.
.
.
.
.
#son #kg1 #firstdayatschool #feelingawesome #feelinggood #peace #love… instagram.com/p/BvwMTD9hmoT/…","2019-04-02T12:22:00.000Z","https://twitter.com/jeremyngila/status/1113054180762152960","https://pbs.twimg.com/profile_images/1084630088/IMG_7748S.jpg",,"2009-06-05T10:34:00.000Z","Aizawl","170","326","384","440","https://twitter.com//jeremyngila","Jeremy Ngila","@jeremyngila","false","piped.video/user/Jerengila",,"false"
,,"951081463557926913",,,,,"false","false","0","https://twitter.com/search?q=%23talentshow",,,,,,,,,,,,,,,,,,,,,"0","0","0","School","Performed for Blue House #talentshow lms school aching cuzz so nervous","2018-01-10T13:21:00.000Z","https://twitter.com/SaideySailo/status/951081463557926913","https://pbs.twimg.com/profile_images/946338267498029057/PqVS_7US.jpg","Extraordinary puppet, music lover,i am 15
instagram:s_d_p____sailo","2017-12-28T10:56:00.000Z","Aizawl, India","4","18","167","15","https://twitter.com//SaideySailo","s_d_p____ sailo","@SaideySailo","false",,,"false"
,,"1093365497783975936",,,,,"false","false","1","https://www.instagram.com/p/BtkS7CgB9r-/?utm_source=ig_twitter_share&igshid=7divdll7ho5s",,,,,,,,,,,,,,,,,,,,,"0","0","0","School","Back to School after a long break.... That's all😔😔😔 @ Electric Veng instagram.com/p/BtkS7CgB9r-/…","2019-02-07T04:27:00.000Z","https://twitter.com/rengpuia/status/1093365497783975936","https://pbs.twimg.com/profile_images/1342525439030353920/vHAwxVMd.jpg","Don't even bother, I am only here because it's free.","2009-11-29T12:27:00.000Z","aizawl,mz,india","626","302","464","2814","https://twitter.com//rengpuia","𝐿𝑎𝑙𝑟𝑒𝑛𝑔𝑝𝑢𝑖𝑎","@rengpuia","false",,,"false"
,,"481457833905360896",,,,,"false","false","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","Undergraduate","57 out of 64  colleges under DU have informed they will be implementing 3 year undergraduate prog:UGC","2014-06-24T15:24:00.000Z","https://twitter.com/jcpricy/status/481457833905360896","https://pbs.twimg.com/profile_images/1618657372096053248/LKSNWQnu.jpg","Supposably this is all a moo point! 🐮","2009-12-08T12:28:00.000Z","New Delhi, India","2615","1346","59549","31499","https://twitter.com//jcpricy","Pricilla","@jcpricy","false","threads.net/@chawngmawii_",,"false"
,,"458447288021430272",,,,,"false","false","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","Masters","""No one can serve two masters, for either he will hate the one and love the other"" (Matthew 6:24)","2014-04-22T03:28:00.000Z","https://twitter.com/Mimikyo_Geisha/status/458447288021430272","https://pbs.twimg.com/profile_images/977208381483114496/4hCR1cCS.jpg","To leave no Jericho behind me unconquered. I am defender of the faith.","2009-07-25T15:15:00.000Z","Aizawl/New Delhi, India.","532","449","427","5896","https://twitter.com//Mimikyo_Geisha","Mimikyo Lalrempuii","@Mimikyo_Geisha","false","mimikyo.wordpress.com/",,"false"
