avatar,fullname,id,images/0,images/1,images/2,images/3,isQuote,isRetweet,likes,links/0,links/1,links/2,links/3,links/4,links/5,links/6,links/7,links/8,links/9,links/10,links/11,links/12,links/13,links/14,links/15,links/16,links/17,links/18,quotedTweet/avatar,quotedTweet/fullname,quotedTweet/images/0,quotedTweet/images/1,quotedTweet/images/2,quotedTweet/images/3,quotedTweet/links/0,quotedTweet/links/1,quotedTweet/links/2,quotedTweet/links/3,quotedTweet/links/4,quotedTweet/links/5,quotedTweet/links/6,quotedTweet/links/7,quotedTweet/links/8,quotedTweet/links/9,quotedTweet/links/10,quotedTweet/links/11,quotedTweet/text,quotedTweet/timestamp,quotedTweet/url,quotedTweet/username,quotes,replies,retweets,searchQuery,text,timestamp,url,user/avatar,user/description,user/joinDate,user/location,user/totalFollowers,user/totalFollowing,user/totalLikes,user/totalTweets,user/url,user/userFullName,user/username,user/verified,user/website,username,verified
,,1447101755985039365,https://pbs.twimg.com/media/FBUjYJjVIAQGW6h.jpg,,,,False,False,1,https://twitter.com/search?q=%23comedy,https://twitter.com/search?q=%23jokes,https://twitter.com/search?q=%23singles,https://twitter.com/search?q=%23singlesjokes,https://twitter.com/search?q=%23singlesgroup,https://twitter.com/search?q=%23bachelors,https://twitter.com/search?q=%23bachelorsgroup,https://twitter.com/search?q=%23Ahmedabad,https://twitter.com/search?q=%23AhmedabadEvents,https://twitter.com/search?q=%23AhmedabadSinglesGroup,https://twitter.com/search?q=%23AhmedabadBachelorsGroup,https://twitter.com/search?q=%23AhmedabadFriendshipGroup,https://twitter.com/search?q=%23AhmedabadFriendshipClub,https://twitter.com/search?q=%23AhmedabadSinglesClub,https://twitter.com/search?q=%23AhmedabadBachelorsClub,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Bachelors,comedy jokes singles singlesjokes singlesgroup bachelors bachelorsgroup ahmedabad ahmedabadevents ahmedabadsinglesgroup ahmedabadbachelorsgroup ahmedabadfriendshipgroup ahmedabadfriendshipclub ahmedabadsinglesclub ahmedabadbachelorsclub,2021-10-10T07:28:00.000Z,https://twitter.com/AhmSingleSouls/status/1447101755985039365,https://pbs.twimg.com/profile_images/1405428493253443585/-1VXEnHh.jpg,"Ahmedabad Single group for 40+, never married, living in Ahmedabad.",2021-06-17T07:33:00.000Z,,29,1,273,274,https://twitter.com//AhmSingleSouls,Ahmedabad Singles Group Bachelors Club,@AhmSingleSouls,False,bit.ly/3tWrRn8,,False
,,1451185472479236105,https://pbs.twimg.com/media/FCOlfbhVkAUR08A.jpg,,,,False,False,1,https://twitter.com/search?q=%23joke,https://twitter.com/search?q=%23marriagejoke,https://twitter.com/search?q=%23singlesjoke,https://twitter.com/search?q=%23couplesjoke,https://twitter.com/search?q=%23relationship,https://twitter.com/search?q=%23couplerelationship,https://twitter.com/search?q=%23married,https://twitter.com/search?q=%23bachelorjoke,https://twitter.com/search?q=%23unmarried,https://twitter.com/search?q=%23bachelor,https://twitter.com/search?q=%23staysingle,https://twitter.com/search?q=%23ahmedabad,https://twitter.com/search?q=%23singles,https://twitter.com/search?q=%23group,https://twitter.com/search?q=%23club,https://twitter.com/search?q=%23ahmedabadsingles,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Bachelors,marry pay sure advertisement warning joke marriagejoke singlesjoke couplesjoke relationship couplerelationship married bachelorjoke unmarried bachelor staysingle ahmedabad singles group club ahmedabadsingles,2021-10-21T13:55:00.000Z,https://twitter.com/AhmSingleSouls/status/1451185472479236105,https://pbs.twimg.com/profile_images/1405428493253443585/-1VXEnHh.jpg,"Ahmedabad Single group for 40+, never married, living in Ahmedabad.",2021-06-17T07:33:00.000Z,,29,1,273,274,https://twitter.com//AhmSingleSouls,Ahmedabad Singles Group Bachelors Club,@AhmSingleSouls,False,bit.ly/3tWrRn8,,False
,,1443116742713036803,,,,,False,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,Bachelors,yes lived bachelor flat seven years continuously neighbours families parties thankfully believed minding business case anymore,2021-09-29T07:33:00.000Z,https://twitter.com/kumarmanish9/status/1443116742713036803,https://pbs.twimg.com/profile_images/1642792266623336451/fx3jGC6T.jpg,Traveller within & in other realms l Knowledge seeker & sharer l Content curator & creator l Smiles & Sarcasm l News & Views l Connecting The Dots Enthusiast,2009-10-24T11:18:00.000Z,India,28746,3075,13126,155582,https://twitter.com//kumarmanish9,Kumar Manish,@kumarmanish9,True,urbanvoices.in,,True
,,1448814079120842756,https://pbs.twimg.com/media/FBs4ueGVkAE4ZR4.jpg,,,,False,False,1,https://twitter.com/search?q=%23unmarried,https://twitter.com/search?q=%23bachelor,https://twitter.com/search?q=%23single,https://twitter.com/search?q=%23Ahmedabad,https://twitter.com/search?q=%23group,https://twitter.com/search?q=%23club,https://twitter.com/search?q=%23friendship,https://twitter.com/search?q=%23singlesgroup,https://twitter.com/search?q=%23Ahmedabadsinglesgroup,https://twitter.com/search?q=%23bachelorsgroup,https://twitter.com/search?q=%23Ahmedabadbachelorsgroup,https://twitter.com/search?q=%23friendshipgroup,https://twitter.com/search?q=%23Ahmedabadfriendshipgroup,https://twitter.com/search?q=%23friendshipclub,https://twitter.com/search?q=%23Ahmedabadfriendshipclub,https://twitter.com/search?q=%23relationships,https://twitter.com/search?q=%23marriage,https://twitter.com/search?q=%23singlesclub,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Bachelors,unmarried bachelor single ahmedabad group club friendship singlesgroup ahmedabadsinglesgroup bachelorsgroup ahmedabadbachelorsgroup friendshipgroup ahmedabadfriendshipgroup friendshipclub ahmedabadfriendshipclub relationships marriage singlesclub,2021-10-15T00:52:00.000Z,https://twitter.com/AhmSingleSouls/status/1448814079120842756,https://pbs.twimg.com/profile_images/1405428493253443585/-1VXEnHh.jpg,"Ahmedabad Single group for 40+, never married, living in Ahmedabad.",2021-06-17T07:33:00.000Z,,29,1,273,274,https://twitter.com//AhmSingleSouls,Ahmedabad Singles Group Bachelors Club,@AhmSingleSouls,False,bit.ly/3tWrRn8,,False
,,1436691412511199253,https://pbs.twimg.com/media/E_AnObcVQAIUL-I.jpg,,,,False,False,1,https://www.facebook.com/ahmedabadsinglesgroup/,https://twitter.com/search?q=%23singlesjokes,https://twitter.com/search?q=%23marriedjokes,https://twitter.com/search?q=%23relationshipjokes,https://twitter.com/search?q=%23marriagejokes,https://twitter.com/search?q=%23singlesgroup,https://twitter.com/search?q=%23bachelorsgroup,https://twitter.com/search?q=%23singlesclub,https://twitter.com/search?q=%23bachelorsclub,https://twitter.com/search?q=%23Ahmedabad,https://twitter.com/search?q=%23singles,https://twitter.com/search?q=%23AhmedabadSingles,https://twitter.com/search?q=%23bachelors,https://twitter.com/search?q=%23AhmedabadBachelors,https://twitter.com/search?q=%23club,https://twitter.com/search?q=%23AhmedabadClubs,https://twitter.com/search?q=%23group,https://twitter.com/search?q=%23AhmedabadGroups,https://twitter.com/search?q=%23jokes,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Bachelors,singlesjokes marriedjokes relationshipjokes marriagejokes singlesgroup bachelorsgroup singlesclub bachelorsclub ahmedabad singles ahmedabadsingles bachelors ahmedabadbachelors club ahmedabadclubs group ahmedabadgroups jokes,2021-09-11T14:01:00.000Z,https://twitter.com/AhmSingleSouls/status/1436691412511199253,https://pbs.twimg.com/profile_images/1405428493253443585/-1VXEnHh.jpg,"Ahmedabad Single group for 40+, never married, living in Ahmedabad.",2021-06-17T07:33:00.000Z,,29,1,273,274,https://twitter.com//AhmSingleSouls,Ahmedabad Singles Group Bachelors Club,@AhmSingleSouls,False,bit.ly/3tWrRn8,,False
,,1412674486449565696,https://pbs.twimg.com/media/E5rT9URVUAYURVm.jpg,,,,False,False,1,https://www.sanvioverseas.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Bachelors,Canada canada Canada age unto years education bachelormaster work experience years belts bands book appointment assessment work permit visitor visa student visa process call 9054775066 sanvioverseascom,2021-07-07T07:26:00.000Z,https://twitter.com/SanviOverseas/status/1412674486449565696,https://pbs.twimg.com/profile_images/1281055125184761856/43UxW_wj.jpg,Student visa | Immigration | Work Permit | Visitor Visa | Forex | Ticket Booking,2020-07-09T02:37:00.000Z,,17,28,0,88,https://twitter.com//SanviOverseas,Sanvi Overseas,@SanviOverseas,False,sanvioverseas.com,,False
,,1472129686725541891,https://pbs.twimg.com/media/FG4OI2DXEAII5K-.jpg,,,,False,False,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,Undergraduate,sign invites applications eligible undergraduate students select institutes admission early admit mic programme physics chemistry mathematics beginning july 2022 valid jumpgate score mandatory submit applications january 2022,2021-12-18T09:00:00.000Z,https://twitter.com/iitgn/status/1472129686725541891,https://pbs.twimg.com/profile_images/1687328647064260608/V2uVNx-G.jpg,The official Twitter account of Indian Institute of Technology Gandhinagar,2011-01-05T23:35:00.000Z,"Gandhinagar, India",46469,141,1259,8123,https://twitter.com//iitgn,IIT Gandhinagar,@iitgn,False,iitgn.ac.in/,,False
,,1331800153066377217,https://pbs.twimg.com/media/EnuBKiJUwAEw7Lv.jpg,,,,False,False,0,https://twitter.com/search?q=%23LoyalistCollege,https://twitter.com/search?q=%23CareerCrew,http://www.careercrew.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Post Graduate,apply loyalistcollege canada careercrew may 2021 intake advantages post graduate work permit unto months ensures skilled training employability continuous enrollment rolling intakes flexible classes days per week careercrewin,2020-11-26T03:21:00.000Z,https://twitter.com/CareercrewO/status/1331800153066377217,https://pbs.twimg.com/profile_images/1290703311599841280/HJzGGweU.jpg,,2020-08-04T17:36:00.000Z,,5,3,0,19,https://twitter.com//CareercrewO,CareerCrew_Overseas,@CareercrewO,False,,,False
,,1464185428626399232,,,,,True,False,9,,,,,,,,,,,,,,,,,,,,,Mohamed Sha Navas,,,,,,,,,,,,,,,,,"You always give your voice for NEET-PG.
Please do your bit for NEET-UG.
It is end November and there is no sign of MBBS admissions taking place for this year, 2021-22.",2021-11-26T10:47:00.000Z,https://twitter.com/Navas1Sha/status/1464184100646907904,@Navas1Sha,0,1,1,Undergraduate,government give highest priority undergraduate postgraduate medical admissions happen third wave comes,2021-11-26T10:53:00.000Z,https://twitter.com/bankniftydoctor/status/1464185428626399232,https://pbs.twimg.com/profile_images/1642368193204482050/Jm4XhoZ6.jpg,"Always +ve,
Gynaecologist,Jigisha speciality hospital.

Partner,Niftydoctor securities
 
'RDX strategy' and 'RnJ strategy' inventor
t.me/bankniftydoctor",2009-07-27T03:07:00.000Z,Ahmedabad,41630,462,23709,9399,https://twitter.com//bankniftydoctor,Dr.Jignesh Shah,@bankniftydoctor,False,jigishahospital.com,,False
,,1451798687953272833,,,,,False,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Post Graduate,postgraduate many qualifications come love hubby miss lot,2021-10-23T06:32:00.000Z,https://twitter.com/khuswand91/status/1451798687953272833,https://pbs.twimg.com/profile_images/1691904021102211075/6HU1hmFi.jpg,"Actg. Senior Manager Secata @FNUFiji ⚽️🏸🏉|BA-LLC @Unifiji1 | MA-International Relations @gujuni1949 | #LFC #YNWA.
Views are of my own and not of my employer.",2012-08-07T22:59:00.000Z,Lautoka,653,4981,73235,59337,https://twitter.com//khuswand91,𝑲𝒉𝒖𝒔𝒘𝒂𝒏𝒅 𝑵𝒂𝒊𝒅𝒖®️🇫🇯🌴,@khuswand91,False,linkedin.com/in/khuswand-nai…,,False
