avatar,fullname,id,images/0,images/1,images/2,images/3,isQuote,isRetweet,likes,links/0,links/1,links/2,links/3,links/4,links/5,links/6,links/7,links/8,links/9,links/10,links/11,links/12,links/13,links/14,links/15,links/16,links/17,quotedTweet/avatar,quotedTweet/fullname,quotedTweet/images/0,quotedTweet/images/1,quotedTweet/images/2,quotedTweet/images/3,quotedTweet/links/0,quotedTweet/links/1,quotedTweet/links/2,quotedTweet/links/3,quotedTweet/links/4,quotedTweet/links/5,quotedTweet/links/6,quotedTweet/links/7,quotedTweet/links/8,quotedTweet/links/9,quotedTweet/links/10,quotedTweet/links/11,quotedTweet/links/12,quotedTweet/links/13,quotedTweet/text,quotedTweet/timestamp,quotedTweet/url,quotedTweet/username,quotes,replies,retweets,searchQuery,text,timestamp,url,user/avatar,user/description,user/joinDate,user/location,user/totalFollowers,user/totalFollowing,user/totalLikes,user/totalTweets,user/url,user/userFullName,user/username,user/verified,user/website,username,verified
,,1416016806838358020,https://pbs.twimg.com/media/E6azxhgVgAsBLTD.jpg,,,,False,False,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,Post Graduate,des post graduate institute research centre,2021-07-16T12:48:00.000Z,https://twitter.com/ajaypal_cg/status/1416016806838358020,https://pbs.twimg.com/profile_images/1135615934377340928/JGUpS-0U.jpg,"#परख से कब जाहिर हुई,*
*शख्सियत #किसी की

#हम तो बस #उन्हीं के हैं,*
*जिन्हें #हम पर #यकीन है.......",2013-05-13T15:05:00.000Z,"Raipur, India",1097,3478,19752,13526,https://twitter.com//ajaypal_cg,Dr.Ajay pal,@ajaypal_cg,False,,,False
,,1476090197544620032,,,,,False,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,College,fuck didn't know college reopen,2021-12-29T07:18:00.000Z,https://twitter.com/mindwrapper/status/1476090197544620032,https://pbs.twimg.com/profile_images/1596121805408043008/cBEhVq3l.jpg,SDE @Microsoft | Ex-Junior Dev @solesca_llc | SWE Intern @Microsoft'22 | Microsoft Engage'21 | MLH Pre-Fellow'21,2020-07-10T11:51:00.000Z,"Bangalore, India",1535,599,982,197,https://twitter.com//mindwrapper,Apurva Sharma,@mindwrapper,False,github.com/Apurva-tech,,False
,,1475159364260417537,,,,,False,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,College,check arun tea stall near xavier college,2021-12-26T17:39:00.000Z,https://twitter.com/JellyIvy/status/1475159364260417537,https://pbs.twimg.com/profile_images/1728147698925117440/XArTenEp.jpg,"Product & Design @inscribeAI - building AI tools for #fintech in fraud, credit, automation // Co-founder @indwhodesign // Angel Investor // Learning New Skills",2012-09-24T12:47:00.000Z,"London, UK 🇬🇧",8535,1641,38783,14696,https://twitter.com//JellyIvy,Ivy Mukherjee,@JellyIvy,True,read.cv/ivym,,True
,,1476599757988515860,https://pbs.twimg.com/media/FH3vpQOVkAE9fFX.jpg,,,,False,False,0,https://twitter.com/search?q=%23SVP,https://twitter.com/search?q=%23School,https://twitter.com/search?q=%23Raipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,School,shiver vidyapeeth celebrated annual sports meet shiver shekhar 202122 sip school rapper,2021-12-30T17:03:00.000Z,https://twitter.com/svpcbse/status/1476599757988515860,https://pbs.twimg.com/profile_images/1476985815897022466/6qdLmpxe.jpg,The best CBSE school in the town with affordable fees for quality education and overall development.,2014-06-02T05:53:00.000Z,"Raipur, India",20,15,11,529,https://twitter.com//svpcbse,Shivom Vidyapeeth,@svpcbse,False,shivom.org,,False
,,1476062546553495553,,,,,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,College,school college open bodega kya nai beat,2021-12-29T05:28:00.000Z,https://twitter.com/ErArunSen1/status/1476062546553495553,https://pbs.twimg.com/profile_images/1527926662678999041/AYDK56Iz.jpg,"Electrical Engineer at Steel Authority of India Limited, ( B.S.P.)  Maintenance of Electrical,
Study on World long Rail_U.R.M. Business Ex_ Pilot Loco (Diesel)",2017-08-22T16:14:00.000Z,India,34,1094,12585,1671,https://twitter.com//ErArunSen1,Er.Arun Sen,@ErArunSen1,False,,,False
,,1476014874367078404,,,,,False,False,0,https://www.instagram.com/p/CYDLrbIIm4j/?utm_medium=twitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,College,बसपन chhattisgarh shade dildo shifted medical college jagdalpur better treatment chhattisgarh,2021-12-29T02:19:00.000Z,https://twitter.com/AbleIndore/status/1476014874367078404,https://pbs.twimg.com/profile_images/1338715643940458496/pb-CEb7d.jpg,News personality,2020-05-04T00:31:00.000Z,,51,663,1165,4464,https://twitter.com//AbleIndore,Indore_able,@AbleIndore,False,,,False
,,1472800731476361217,https://pbs.twimg.com/media/FHBwbxIUYAEhQeF.jpg,,,,False,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,College,nce government map college mahasamund,2021-12-20T05:27:00.000Z,https://twitter.com/KundanS78963810/status/1472800731476361217,https://pbs.twimg.com/profile_images/1367346847673577477/liiwFlwO.jpg,at college,2021-03-04T05:29:00.000Z,,7,30,3,1,https://twitter.com//KundanS78963810,Kundan Sahu,@KundanS78963810,False,,,False
,,1472071179762429953,https://pbs.twimg.com/media/FG3Y6uaVcAEo_-0.jpg,https://pbs.twimg.com/media/FG3Y6uWVEAMPSpu.jpg,https://pbs.twimg.com/media/FG3Y6wFUUAUzcEi.jpg,,False,False,1,https://twitter.com/search?q=%23GPL2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,School,gpl2021 cricket tournament goes world high school,2021-12-18T05:08:00.000Z,https://twitter.com/karmakarkk/status/1472071179762429953,https://pbs.twimg.com/profile_images/1562426064269639683/LeWasf32.jpg,| TV | OTT | VOD | Live Streaming | Video Transcoding | Digital Media | Vice President @ IBC24 News,2012-07-05T13:52:00.000Z,"Raipur, India",86,112,709,838,https://twitter.com//karmakarkk,Kishore Karmakar,@karmakarkk,False,ibc24.in,,False
,,1473877946007900161,https://pbs.twimg.com/media/FHRELP1VEAEYr0j.jpg,,,,False,False,4,https://twitter.com/search?q=%23nalandauniversity,https://twitter.com/search?q=%23bihartourism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,University,ruins amanda university amongst significant archaeological sites india fresco world heritage site first residential university recorded history nalandauniversity bihartourism,2021-12-23T04:47:00.000Z,https://twitter.com/NirajSingh701/status/1473877946007900161,https://pbs.twimg.com/profile_images/1451564252175560704/IiOlQu4I.jpg,"Tweets are on agriculture, insects, pesticides, IPM, GAP, nature, wildlife, pest, farming, & local traditions of Bihar and India.
Own opinion.",2014-10-03T18:34:00.000Z,"Raipur, C.G. and Gaya, Bihar.",278,419,36395,1937,https://twitter.com//NirajSingh701,"🇮🇳 Niraj Singh, Assistant Director, DPPQ&S. 🇮🇳",@NirajSingh701,False,ppqs.gov.in,,False
,,1472919890059141125,,,,,False,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,School,1996 internet school,2021-12-20T13:20:00.000Z,https://twitter.com/whitetiger2651/status/1472919890059141125,https://pbs.twimg.com/profile_images/1544805592820092928/0Tu6Pi-C.jpg,"एक छात्र , एक शिक्षक, ज्ञान पिपासू",2009-06-25T12:01:00.000Z,पुणे,830,1725,571,14646,https://twitter.com//whitetiger2651,Paritosh Sharma,@whitetiger2651,False,,,False
