avatar,fullname,id,images/0,images/1,images/2,images/3,isQuote,isRetweet,likes,links/0,links/1,links/2,links/3,links/4,links/5,links/6,links/7,links/8,links/9,links/10,links/11,links/12,links/13,links/14,links/15,links/16,quotedTweet/avatar,quotedTweet/fullname,quotedTweet/images/0,quotedTweet/links/0,quotedTweet/links/1,quotedTweet/links/2,quotedTweet/links/3,quotedTweet/text,quotedTweet/timestamp,quotedTweet/url,quotedTweet/username,quotes,replies,retweets,searchQuery,text,timestamp,url,user/avatar,user/description,user/joinDate,user/location,user/totalFollowers,user/totalFollowing,user/totalLikes,user/totalTweets,user/url,user/userFullName,user/username,user/verified,user/website,username,verified
,,1420629637953060864,,,,,True,False,7,,,,,,,,,,,,,,,,,,,Eastern Sentinel,,,,,,Private Schools Association has appealed the state government to allow resumption of offline classes in Arunachal Pradesh from August 1 next.  Do you agree?,2021-07-28T17:00:00.000Z,https://twitter.com/EasternSentinel/status/1420428972823744513,@EasternSentinel,0,0,0,School,relative fearing coronavirus hired private tutor daughter guess kid infected virus teacher talking reopening schools,2021-07-29T06:17:00.000Z,https://twitter.com/tayabagang1/status/1420629637953060864,https://pbs.twimg.com/profile_images/1662854536472694784/lGLIBBnw.jpg,"Wish if I could act like Niro, talk like Leo and look like Brad.",2016-01-31T14:32:00.000Z,"Seppa, NEFA, India",1687,1894,16807,2548,https://twitter.com//tayabagang1,Taya Naka Bagang,@tayabagang1,False,,,False
,,1397118197954879491,,,,,False,False,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,School,school till class don remember subject mention north east states india political map states mostly capitals think singular mention digi oil refinery old mind could wrong,2021-05-25T09:11:00.000Z,https://twitter.com/tadarbabin/status/1397118197954879491,https://pbs.twimg.com/profile_images/1639209857260703744/3GL6cSRt.jpg,"I incline to thoughts, feelings & ideas which ease my mind & heart.",2012-11-19T11:21:00.000Z,Naharlagun,1402,789,6802,5429,https://twitter.com//tadarbabin,Babin🍂,@tadarbabin,False,,,False
,,1400083304196415491,,,,,False,False,35,https://twitter.com/search?q=%23CBSE,https://twitter.com/search?q=%23cbseboardexams2021,https://twitter.com/cbseindia29,https://twitter.com/narendramodi,https://twitter.com/DrRPNishank,https://twitter.com/DDNewslive,https://twitter.com/DDNewsHindi,https://twitter.com/shashidigital,,,,,,,,,,,,,,,,,,,,,0,2,14,School,aditya kumar class with student government higher secondary school goss naharlagun welcomed decision cancel case class with board exams case cbseboardexams2021,2021-06-02T13:34:00.000Z,https://twitter.com/DDNewsArunachal/status/1400083304196415491,https://pbs.twimg.com/profile_images/1570737018673721352/NuKFOgJS.jpg,DD News Arunachal / DD Arunprabha | YT: piped.video/@ddnewsarunach… | FB:  facebook.com/profile.php?id…,2018-01-25T05:22:00.000Z,"Arunachal Pradesh, India",3991,292,870,17236,https://twitter.com//DDNewsArunachal,DD NEWS ARUNACHAL 🇮🇳 #AmritMahotsav,@DDNewsArunachal,False,ddnews.gov.in,,False
,,1411859818063695875,,,,,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,School,ahi tak sable arab istiti hai bear education sir order done nazi yoga map school visit kijiye education department har bach compulsory kar deny govt school mein bodega tab jake path cholera paid raise improve area,2021-07-05T01:29:00.000Z,https://twitter.com/RaiSonoj/status/1411859818063695875,https://pbs.twimg.com/profile_images/1287262856203743233/jJhjIIba.jpg,,2020-05-13T13:28:00.000Z,,23,97,133,217,https://twitter.com//RaiSonoj,SONOJ RAI,@RaiSonoj,False,,,False
,,1455428692839071747,,,,,False,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,University,rajiv gandhi university arunachal grades celebrated national unity day 146 birth anniversary iron man india rug fraternity conduct cleanliness drive unity run dynamic leadership prof sake kushwaha honorable rug,2021-11-02T06:56:00.000Z,https://twitter.com/VivekRichaSingh/status/1455428692839071747,https://pbs.twimg.com/profile_images/1557214874526433280/9hUK_i5d.jpg,"Faculty of Physical Education and Sports Sciences, RGU, Arunachal Pradesh",2019-02-18T14:20:00.000Z,"Arunachal Pradesh, India",59,60,242,308,https://twitter.com//VivekRichaSingh,Vivek Kumar Singh,@VivekRichaSingh,False,,,False
,,1453278369819336708,https://pbs.twimg.com/media/FCsU7-WXIAUgEbi.jpg,,,,False,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,University,please support elect makes khabisow education sexy himalayan university student union hush session 202122,2021-10-27T08:32:00.000Z,https://twitter.com/MKhabisow/status/1453278369819336708,https://pbs.twimg.com/profile_images/1723126851617656832/0wLvR6W9.jpg,CHAIRMAN AKA (HRUSSO) IDOL,2021-06-01T01:06:00.000Z,"Arunachal Pradesh, India",112,152,1063,857,https://twitter.com//MKhabisow,Mahesh Khabisow,@MKhabisow,False,facebook.com/mahesh.khabisow,,False
,,1389278524373049349,,,,,False,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,School,cant surely remember right einem kamikaze logic everybody classical album covers old school madvillany pac world low end theory atc gra,2021-05-03T17:59:00.000Z,https://twitter.com/Manfromanation/status/1389278524373049349,https://pbs.twimg.com/profile_images/1494747066874007552/u7hi0_-h.jpg,"He/Him loves hip hop, politics, food and other random things.",2018-02-11T15:16:00.000Z,Moon,385,1224,41389,4318,https://twitter.com//Manfromanation,Nishad,@Manfromanation,False,,,False
,,1358667955383328769,,,,,False,False,0,https://twitter.com/search?q=%23RightToEquality,https://twitter.com/sarbanandsonwal,https://twitter.com/search?q=%23BJPJindaBaat,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,School,hair joyous body school gopher biswanat assay righttoequality bjpjindabaat India,2021-02-08T06:44:00.000Z,https://twitter.com/narzary_rock/status/1358667955383328769,https://pbs.twimg.com/profile_images/1431104905159188481/5NzHstl_.jpg,"Political Ideal, Dreamer, Blogger, Rapper, Reactionary, Executive Youth Member(JCYC).",2020-04-28T13:03:00.000Z,"Itanagar, India",22,36,2520,568,https://twitter.com//narzary_rock,Isaac V Narzary,@narzary_rock,False,piped.video/c/BrothersDreams…,,False
,,1451505489854955523,https://pbs.twimg.com/media/FCTIiJRVkAAVicp.jpg,,,,False,False,0,https://twitter.com/search?q=%23HimalyanUniversityStudentUnion,https://twitter.com/search?q=%23HUSU,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,University,today students himalayan university sought grievances vice chancellor free fair election himalyanuniversitystudentunion hush students oppose selection executive members hush appeal free fair election,2021-10-22T11:07:00.000Z,https://twitter.com/MKhabisow/status/1451505489854955523,https://pbs.twimg.com/profile_images/1723126851617656832/0wLvR6W9.jpg,CHAIRMAN AKA (HRUSSO) IDOL,2021-06-01T01:06:00.000Z,"Arunachal Pradesh, India",112,152,1063,857,https://twitter.com//MKhabisow,Mahesh Khabisow,@MKhabisow,False,facebook.com/mahesh.khabisow,,False
,,1428980987564728320,,,,,True,False,15,,,,,,,,,,,,,,,,,,,The Pune Daily,,https://ift.tt/3z0Q1jg,,,,Pune’s SPPU reduces fees for academic year by 50 per cent ift.tt/3z0Q1jg,2021-08-21T07:09:00.000Z,https://twitter.com/punedaily/status/1428977491847401475,@punedaily,0,2,1,University,contrast rug lone central university arunachal heard hiked fees,2021-08-21T07:23:00.000Z,https://twitter.com/tayabagang1/status/1428980987564728320,https://pbs.twimg.com/profile_images/1662854536472694784/lGLIBBnw.jpg,"Wish if I could act like Niro, talk like Leo and look like Brad.",2016-01-31T14:32:00.000Z,"Seppa, NEFA, India",1687,1894,16807,2548,https://twitter.com//tayabagang1,Taya Naka Bagang,@tayabagang1,False,,,False
