avatar,fullname,id,images/0,images/1,images/2,images/3,isQuote,isRetweet,likes,links/0,links/1,links/2,links/3,links/4,links/5,links/6,links/7,links/8,links/9,links/10,links/11,links/12,links/13,links/14,links/15,links/16,links/17,links/18,links/19,links/20,links/21,links/22,links/23,links/24,quotedTweet/avatar,quotedTweet/fullname,quotedTweet/images/0,quotedTweet/images/1,quotedTweet/links/0,quotedTweet/links/1,quotedTweet/links/2,quotedTweet/links/3,quotedTweet/links/4,quotedTweet/links/5,quotedTweet/links/6,quotedTweet/links/7,quotedTweet/links/8,quotedTweet/links/9,quotedTweet/links/10,quotedTweet/links/11,quotedTweet/links/12,quotedTweet/links/13,quotedTweet/text,quotedTweet/timestamp,quotedTweet/url,quotedTweet/username,quotes,replies,retweets,searchQuery,text,timestamp,url,user/avatar,user/description,user/joinDate,user/location,user/totalFollowers,user/totalFollowing,user/totalLikes,user/totalTweets,user/url,user/userFullName,user/username,user/verified,user/website,username,verified
,,995573336989028352,https://pbs.twimg.com/media/DdD8qNtVwAAmboo.jpg,,,,False,False,0,https://twitter.com/search?q=%23student,https://twitter.com/search?q=%23education,https://twitter.com/search?q=%23study,https://twitter.com/search?q=%23studyabroad,https://twitter.com/search?q=%23academics,https://twitter.com/search?q=%23postgrad,https://twitter.com/search?q=%23higherstudies,https://twitter.com/search?q=%23educate,https://twitter.com/search?q=%23university,https://twitter.com/search?q=%23success,https://twitter.com/search?q=%23successful,https://twitter.com/search?q=%23leader,https://twitter.com/search?q=%23Leadership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,Postgrad,want work study new zealand mail neerajcom student education study studyabroad academics postgrad higherstudies educate university success successful leader leadership,2018-05-13T07:55:00.000Z,https://twitter.com/freevizanz7/status/995573336989028352,https://pbs.twimg.com/profile_images/986864225724268544/BIJxilSU.jpg,"A New Zealand education & immigration consultancy. 
We help people in regards to a New Zealand student visa, work visa & permanent residency.",2018-04-18T08:52:00.000Z,"Dehradun, Uttarakhand, India.",62,32,2,218,https://twitter.com//freevizanz7,FreeVisa New Zealand - A New Zealand Visa Company.,@freevizanz7,False,freevisanz.com,,False
,,995625876480974849,https://pbs.twimg.com/media/DdEscptVwAAe9qO.jpg,,,,False,False,2,https://twitter.com/search?q=%23students,https://twitter.com/search?q=%23speak,https://twitter.com/search?q=%23student,https://twitter.com/search?q=%23newzealand,https://twitter.com/search?q=%23education,https://twitter.com/search?q=%23study,https://twitter.com/search?q=%23studyabroad,https://twitter.com/search?q=%23academics,https://twitter.com/search?q=%23postgrad,https://twitter.com/search?q=%23higherstudies,https://twitter.com/search?q=%23educate,https://twitter.com/search?q=%23university,https://twitter.com/search?q=%23success,https://twitter.com/search?q=%23successful,https://twitter.com/search?q=%23leader,https://twitter.com/search?q=%23leadership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Postgrad,want work study new zealand mail neerajcom students speak student newzealand education study studyabroad academics postgrad higherstudies educate university success successful leader leadership,2018-05-13T11:24:00.000Z,https://twitter.com/freevizanz7/status/995625876480974849,https://pbs.twimg.com/profile_images/986864225724268544/BIJxilSU.jpg,"A New Zealand education & immigration consultancy. 
We help people in regards to a New Zealand student visa, work visa & permanent residency.",2018-04-18T08:52:00.000Z,"Dehradun, Uttarakhand, India.",62,32,2,218,https://twitter.com//freevizanz7,FreeVisa New Zealand - A New Zealand Visa Company.,@freevizanz7,False,freevisanz.com,,False
,,1475682660471115777,,,,,False,False,1,https://twitter.com/pushkardhami,https://twitter.com/LtGenGurmit,https://twitter.com/NewIndianXpress,https://twitter.com/TheMornStandard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,University,unhand convocation uttarakhand open university today attended chief minister governor,2021-12-28T04:18:00.000Z,https://twitter.com/VineetUpad/status/1475682660471115777,https://pbs.twimg.com/profile_images/1555633817083191296/OgFFl3V-.jpg,"Legal Correspondent, The Times of India. Covers Delhi Courts. 

The New Indian Express (August 2019-May 2022). The Times of India (2014-2019).",2010-04-21T18:50:00.000Z,"Delhi, India",1828,3092,4787,14040,https://twitter.com//VineetUpad,Vineet Upadhyay,@VineetUpad,False,m.timesofindia.com/toireport…,,False
,,995240464079974401,https://pbs.twimg.com/media/Dc_N6m-U0AYAHhs.jpg,,,,False,False,0,https://twitter.com/search?q=%23students,https://twitter.com/search?q=%23student,https://twitter.com/search?q=%23newzealand,https://twitter.com/search?q=%23education,https://twitter.com/search?q=%23study,https://twitter.com/search?q=%23studyabroad,https://twitter.com/search?q=%23academics,https://twitter.com/search?q=%23postgrad,https://twitter.com/search?q=%23higherstudies,https://twitter.com/search?q=%23educate,https://twitter.com/search?q=%23university,https://twitter.com/search?q=%23success,https://twitter.com/search?q=%23successful,https://twitter.com/search?q=%23leader,https://twitter.com/search?q=%23leadership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Postgrad,admission top universities new zealand mail neerajcom contact 9761213000 students student newzealand education study studyabroad academics postgrad higherstudies educate university success successful leader leadership,2018-05-12T09:53:00.000Z,https://twitter.com/freevizanz7/status/995240464079974401,https://pbs.twimg.com/profile_images/986864225724268544/BIJxilSU.jpg,"A New Zealand education & immigration consultancy. 
We help people in regards to a New Zealand student visa, work visa & permanent residency.",2018-04-18T08:52:00.000Z,"Dehradun, Uttarakhand, India.",62,32,2,218,https://twitter.com//freevizanz7,FreeVisa New Zealand - A New Zealand Visa Company.,@freevizanz7,False,freevisanz.com,,False
,,994446682027896833,https://pbs.twimg.com/media/Dcz7-D4X4AUGWxh.jpg,,,,False,False,0,https://twitter.com/search?q=%23students,https://twitter.com/search?q=%23speak,https://twitter.com/search?q=%23student,https://twitter.com/search?q=%23newzealand,https://twitter.com/search?q=%23doon,https://twitter.com/search?q=%23dehradun,https://twitter.com/search?q=%23education,https://twitter.com/search?q=%23study,https://twitter.com/search?q=%23studyabroad,https://twitter.com/search?q=%23academics,https://twitter.com/search?q=%23postgrad,https://twitter.com/search?q=%23higherstudies,https://twitter.com/search?q=%23educate,https://twitter.com/search?q=%23university,https://twitter.com/search?q=%23success,https://twitter.com/search?q=%23successful,https://twitter.com/search?q=%23leader,https://twitter.com/search?q=%23leadership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Postgrad,admission write neerajcom students speak student newzealand doon dehradun education study studyabroad academics postgrad higherstudies educate university success successful leader leadership,2018-05-10T05:18:00.000Z,https://twitter.com/freevizanz7/status/994446682027896833,https://pbs.twimg.com/profile_images/986864225724268544/BIJxilSU.jpg,"A New Zealand education & immigration consultancy. 
We help people in regards to a New Zealand student visa, work visa & permanent residency.",2018-04-18T08:52:00.000Z,"Dehradun, Uttarakhand, India.",62,32,2,218,https://twitter.com//freevizanz7,FreeVisa New Zealand - A New Zealand Visa Company.,@freevizanz7,False,freevisanz.com,,False
,,995357614690086913,https://pbs.twimg.com/media/DdA4dzFVQAAdPCp.jpg,,,,False,False,1,https://twitter.com/search?q=%23speak,https://twitter.com/search?q=%23student,https://twitter.com/search?q=%23newzealand,https://twitter.com/search?q=%23education,https://twitter.com/search?q=%23study,https://twitter.com/search?q=%23studyabroad,https://twitter.com/search?q=%23academics,https://twitter.com/search?q=%23postgrad,https://twitter.com/search?q=%23higherstudies,https://twitter.com/search?q=%23educate,https://twitter.com/search?q=%23university,https://twitter.com/search?q=%23success,https://twitter.com/search?q=%23successful,https://twitter.com/search?q=%23leader,https://twitter.com/search?q=%23leadership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Postgrad,raki polytechnic public new zealand tertiary education institution admission mail neerajcom speak student newzealand education study studyabroad academics postgrad higherstudies educate university success successful leader leadership,2018-05-12T17:38:00.000Z,https://twitter.com/freevizanz7/status/995357614690086913,https://pbs.twimg.com/profile_images/986864225724268544/BIJxilSU.jpg,"A New Zealand education & immigration consultancy. 
We help people in regards to a New Zealand student visa, work visa & permanent residency.",2018-04-18T08:52:00.000Z,"Dehradun, Uttarakhand, India.",62,32,2,218,https://twitter.com//freevizanz7,FreeVisa New Zealand - A New Zealand Visa Company.,@freevizanz7,False,freevisanz.com,,False
,,995358030127509504,https://pbs.twimg.com/media/DdA41vlVwAYfbkq.jpg,,,,False,False,0,https://twitter.com/search?q=%23students,https://twitter.com/search?q=%23speak,https://twitter.com/search?q=%23student,https://twitter.com/search?q=%23newzealand,https://twitter.com/search?q=%23education,https://twitter.com/search?q=%23study,https://twitter.com/search?q=%23studyabroad,https://twitter.com/search?q=%23academics,https://twitter.com/search?q=%23postgrad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Postgrad,institute pacific united japanese new zealand tertiary educational institution based palmerston north new zealand admission mail neerajcom students speak student newzealand education study studyabroad academics postgrad,2018-05-12T17:40:00.000Z,https://twitter.com/freevizanz7/status/995358030127509504,https://pbs.twimg.com/profile_images/986864225724268544/BIJxilSU.jpg,"A New Zealand education & immigration consultancy. 
We help people in regards to a New Zealand student visa, work visa & permanent residency.",2018-04-18T08:52:00.000Z,"Dehradun, Uttarakhand, India.",62,32,2,218,https://twitter.com//freevizanz7,FreeVisa New Zealand - A New Zealand Visa Company.,@freevizanz7,False,freevisanz.com,,False
,,1467523181556629506,,,,,False,False,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,University,look thistle couid protocol gone toss animal university exam fiasco students life matters,2021-12-05T15:56:00.000Z,https://twitter.com/AnjaliC25748417/status/1467523181556629506,https://pbs.twimg.com/profile_images/1276104050790920197/V6GHe3Oo.jpg,,2020-06-25T10:23:00.000Z,,3,50,679,91,https://twitter.com//AnjaliC25748417,Anjali Chandra,@AnjaliC25748417,False,,,False
,,1468078369942085634,,,,,False,False,0,https://twitter.com/search?q=%23ZeeMedia,https://twitter.com/search?q=%23HimgiriZeeUniversity,https://twitter.com/search?q=%23anchoequest,https://twitter.com/search?q=%23zeenews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,University,zee media anchor quest 910 december 2021 nigiri zoe university zeemedia himgirizeeuniversity anchoequest renews,2021-12-07T04:42:00.000Z,https://twitter.com/hardevsingh93/status/1468078369942085634,https://pbs.twimg.com/profile_images/1445312012272082949/YRT185dr.jpg,#IIMKashipur #HindiContentWriter   #HNBGU #MBA_Marketing #DigitalMarketer #Freelancer,2013-04-05T16:42:00.000Z,"Dehradun, India",207,412,1989,351,https://twitter.com//hardevsingh93,Hardev Singh,@hardevsingh93,False,,,False
,,1465373781828923392,https://pbs.twimg.com/media/FFYNrzfVQAIYgIq.jpg,,,,False,False,7,https://twitter.com/search?q=%23phdlife,https://twitter.com/university_doon,https://twitter.com/BirdLife_News,https://twitter.com/DehradunZoo,https://twitter.com/ExplorersClub,https://twitter.com/hawkwatchint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,University,first tweet photo rescued barn owl injured earlier morning blackies midlife,2021-11-29T17:35:00.000Z,https://twitter.com/joshi_phd/status/1465373781828923392,https://pbs.twimg.com/profile_images/1458006422076071939/SEKCpVsB.jpg,Senior Project Officer (TAL) - Raptor Conservation Programme @wwfindia PhD Scholar at @university_doon Grantee at @ExplorersClub,2021-11-09T09:34:00.000Z,"Dehradun, India",21,83,477,83,https://twitter.com//joshi_phd,Sunny Joshi,@joshi_phd,False,,,False
